uuid,level,name,std1,app1,app1(%),app2,app2(%),feat1,feat1(%),feat3,feat3(%),feat6,feat6(%),opt1,opt1(%),opt2,opt2(%),opt3,opt3(%)
02-4339c33948cbc877bca41f6222bb59c6,2,__isr_table_entry_z_irq_spurious_irq_643,,,,8,,,,,,,,,,8,0,8,0
02-4386320aeb2fc998b22dee1496aed18e,2,flash_nor_parameters,,,,8,,,,,,,,,,8,0,8,0
02-43e69b1afbbf06f120eba809ba1a5fe4,2,__isr_table_entry_z_irq_spurious_irq_593,,,,8,,,,,,,,,,8,0,8,0
02-43e8532a0c3d87eaef202cfa1294bee8,2,__isr_table_entry_z_irq_spurious_irq_663,,,,8,,,,,,,,,,8,0,8,0
02-44030823eb9c6bd6fa6bdd2a149ed9ce,2,store_id_work,,,,16,,,,,,,,,,16,0,16,0
02-449181b22d492532607e1342bd197c04,2,__isr_table_entry_z_irq_spurious_irq_627,,,,8,,,,,,,,,,8,0,8,0
02-44f0cbab43d4061c1dc047bd6a579531,2,sym_*,,,,40,,,,,,,,,,40,0,40,0
02-4509f0f5c202138f43987e209f9796a2,2,prng.lto_priv.0,,,,,,,,,,,,,,64,,64,0
02-4527790f301c55e12e9d9eacd6049ff0,2,spi_00z_config,,,,76,,,,,,,,,,76,0,76,0
02-45dc2c7a024ae0030919e5a73ee5d190,2,net_buf_data_att_pool,,,,380,,,,,,,,,,380,0,380,0
02-45ecbf4a85f7d23b050f9bb46d03dbc3,2,__isr_table_entry_z_irq_spurious_irq_611,,,,8,,,,,,,,,,8,0,8,0
02-4687293ff1fdc5b845e8e1f2080248df,2,delay_machine_code.0,,,,6,,,,,,,,,,6,0,6,0
02-46bd473590fe0d7091266ed75f84acf6,2,uarte_20z_config,,,,44,,,,,,,,,,44,0,44,0
02-47352518f90e6887f4dd7acbc9a14580,2,settings_load_srcs,8,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0
02-484c3e22c0a675bebb47e4b7669baddb,2,__isr_table_entry_z_irq_spurious_irq_590,,,,8,,,,,,,,,,8,0,8,0
02-486e6cd412181b733ecb26303f4bd9ba,2,__isr_table_entry_z_irq_spurious_irq_662,,,,8,,,,,,,,,,8,0,8,0
02-48e4aa0d21f89bc0fe4d182662350798,2,__isr_table_entry_z_irq_spurious_irq_715,,,,8,,,,,,,,,,8,0,8,0
02-491bbb25fea39ee590be0558756b2623,2,normal_events,,,,48,,,,,,,,,,48,0,48,0
02-4948eedccbc71144b12d114e7a797a0d,2,__isr_table_entry_z_irq_spurious_irq_759,,,,8,,,,,,,,,,8,0,8,0
02-4a60a8becb8e89acd1821508d252f412,2,s_out_joblist.0,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-4cedb0880a241a30d61d247643369527,2,__isr_table_entry_z_irq_spurious_irq_771,,,,8,,,,,,,,,,8,0,8,0
02-4d349e80eb72987ab3c335792642c9c4,2,__isr_table_entry_z_irq_spurious_irq_737,,,,8,,,,,,,,,,8,0,8,0
02-4d36d820831920fd9f41e7b03148ab91,2,__isr_table_entry_z_irq_spurious_irq_688,,,,8,,,,,,,,,,8,0,8,0
02-4d4a9aa362b6ffe089fd2e992ccf4f5f,2,heap,,,,40,,,,,,,,,,40,0,40,0
02-4d52d00180902f839aad5715c8df022d,2,net_buf_fixed_alloc_sync_evt_pool,,,,12,,,,,,,,,,12,0,12,0
02-4d77598f8c9fc664c4c1ec0687216eb9,2,__isr_table_entry_z_irq_spurious_irq_560,,,,8,,,,,,,,,,8,0,8,0
02-4d8c9a99f9f3d4fb20d71624f6131081,2,__isr_table_entry_z_irq_spurious_irq_547,,,,8,,,,,,,,,,8,0,8,0
02-4d9ff4cae398d7999a2626241a8271ff,2,conn_cbs.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-4dca0eea1036fa7aab82159243056434,2,__isr_table_entry_z_irq_spurious_irq_735,,,,8,,,,,,,,,,8,0,8,0
02-4e5868d676cb634aa75b125a0f741abf,2,flags,,,,4,,,,,,,,,,,,,
02-4ee97f6086ad41bf02d475708cafd6f0,2,gpio_nrfx_p2_cfg.lto_priv.0,,,,24,,,,,,,,,,24,0,24,0
02-4eeb35f940bad3fd21cfb1a041afd313,2,__isr_table_entry_z_irq_spurious_irq_764,,,,8,,,,,,,,,,8,0,8,0
02-4f2eabb2ebb9594b2fd440a6d24b4c5e,2,__isr_table_entry_z_irq_spurious_irq_591,,,,8,,,,,,,,,,8,0,8,0
02-4f3ea50b05fd2c7061dc7c52e5453755,2,__isr_table_entry_z_irq_spurious_irq_722,,,,8,,,,,,,,,,8,0,8,0
02-50028adf0338f63f0a559b136cffd118,2,free_tx,,,,28,,,,,,,,,,28,0,28,0
02-50484c19f1afdaf3841a0d821ed393d2,2,kernel,2458,2458,0.0,,,2458,0.0,2458,0.0,2458,0.0,2458,0.0,,,,
02-5126693f03ad68e0ad3deb67e08fd609,2,__isr_table_entry_z_irq_spurious_irq_607,,,,8,,,,,,,,,,8,0,8,0
02-5144142a2e42ae867ec4f9f3155961ed,2,__isr_table_entry_z_irq_spurious_irq_614,,,,8,,,,,,,,,,8,0,8,0
02-51e282ecb968fe77c46b7f5becdfe9b0,2,crc8_ccitt_small_table,,,,16,,,,,,,,,,16,0,16,0
02-520f94d47632a4952c833c0f20be3413,2,sxhashalg_sha2_256,,,,32,,,,,,,,,,32,0,32,0
02-523af537946b79c4f8369ed39ba78605,2,ad,,,,24,,,,,,,,,,24,0,24,0
02-52f305dbb42abc4b3afbbdc1333c96f9,2,__isr_table_entry_z_irq_spurious_irq_746,,,,8,,,,,,,,,,8,0,8,0
02-532b7cf399c312ed78f9c904452ed1ee,2,__isr_table_entry_z_irq_spurious_irq_626,,,,8,,,,,,,,,,8,0,8,0
02-539bc426bca0b9eadafb554477e2cc60,2,__isr_table_entry_z_irq_spurious_irq_557,,,,8,,,,,,,,,,8,0,8,0
02-53dcc91dde99dd5eff3c0d334e2735b3,2,__isr_table_entry_z_irq_spurious_irq_642,,,,8,,,,,,,,,,8,0,8,0
02-53e9eae6e9cea5a06e61e79e67b9a031,2,__isr_table_entry_z_irq_spurious_irq_658,,,,8,,,,,,,,,,8,0,8,0
02-5426681785af1c3f996166a5629cc52c,2,__isr_table_entry_z_irq_spurious_irq_675,,,,8,,,,,,,,,,8,0,8,0
02-54bbe062cc020a9f87f0b6828066eeaf,2,z_malloc_heap,,,,12,,,,,,,,,,12,0,12,0
02-568adf19bbb4533ecef8e5bd09f04e13,2,__isr_table_entry_z_irq_spurious_irq_691,,,,8,,,,,,,,,,8,0,8,0
02-56a011a18920310e6bde0409b97e7e0d,2,_k_mem_slab_buf_att_slab,,,,96,,,,,,,,,,96,0,96,0
02-56abcb07223e29a85d26d755870fc60d,2,sc_range,,,,8,,,,,,,,,,8,0,8,0
02-573442d06ab6a002b4cd74a58fc90b5b,2,bt_addr_none,,,,6,,,,,,,,,,6,0,6,0
02-58293abdf4814edc30b89a71f41be88f,2,__isr_table_entry_z_irq_spurious_irq_747,,,,8,,,,,,,,,,8,0,8,0
02-58a91dd6f5a80383f60f8aebd0e33619,2,g_mpsl_device_ccm,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-58ee38df9308863cc8bd829ad5bb20ff,2,__isr_table_entry_z_irq_spurious_irq_708,,,,8,,,,,,,,,,8,0,8,0
02-5944ccc98ede485749aa4a06e05889eb,2,__isr_table_entry_z_irq_spurious_irq_727,,,,8,,,,,,,,,,8,0,8,0
02-598b7610947d476fddb624460f712be3,2,__isr_table_entry_z_irq_spurious_irq_753,,,,8,,,,,,,,,,8,0,8,0
02-5a46f983699ff81b4c73d0ea53d3d175,2,settings_subsys_initialized,,,,1,,,,,,,,,,1,0,1,0
02-5a4f5dc7fe05801ad2480c2a2a0542d5,2,attr__1_gatt_svc,,,,160,,,,,,,,,,160,0,160,0
02-5a64d28cc54b1ad1265d053db12b4508,2,db.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-5b11fa95b59d37b384e8679ecead1b46,2,__isr_table_entry_z_irq_spurious_irq_723,,,,8,,,,,,,,,,8,0,8,0
02-5b7bb533d21149d376c84dca412c7186,2,__isr_table_entry_z_irq_spurious_irq_680,,,,8,,,,,,,,,,8,0,8,0
02-5d0808cfc0bd7020a69ebc832506b4ed,2,__pinctrl_states__device_dts_ord_117,,,,8,,,,,,,,,,8,0,8,0
02-5dc388e15b588ae1c21523ff1884e6f2,2,__isr_table_entry_z_irq_spurious_irq_633,,,,8,,,,,,,,,,8,0,8,0
02-5dd1e275bada6dcfd76c25f381db6bcd,2,sc_restore_params,,,,48,,,,,,,,,,48,0,48,0
02-5df9b1de4c4094f33d502ecf855c39c1,2,net_buf_fixed_fragments,,,,4,,,,,,,,,,4,0,4,0
02-5e1497bf88ea1c252050083f2a68ac83,2,cmd_complete_or_status,,,,72,,,,,,,,,,72,0,72,0
02-5e1ef73463793ff4e58690c1297a4694,2,__devstate_dts_ord_12.lto_priv.0,,,,2,,,,,,,,,,2,0,2,0
02-5f548e824cd4aef16e60702551eceea5,2,continious_report_flag.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-602e87fa8ebae555adf03ffe27591545,2,curr_tick,,,,8,,,,,,,,,,8,0,8,0
02-60ef67dfea903556003c71470b98e88c,2,__isr_table_entry_z_irq_spurious_irq_725,,,,8,,,,,,,,,,8,0,8,0
02-6132bca83a4cd9c08eb8504f1f608b68,2,last_state.0,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-6182786963cf650c85f865432288dfd7,2,__isr_table_entry_z_irq_spurious_irq_595,,,,8,,,,,,,,,,8,0,8,0
02-6226f7cbe59e99a90b5cef6f94f966fd,2,sd,,,,8,,,,,,,,,,8,0,8,0
02-63dcea84fdcbdf06bb0696b61eacdfba,2,__isr_table_entry_z_irq_spurious_irq_664,,,,8,,,,,,,,,,8,0,8,0
02-63de3862e1ffedf6c874d890656d63e1,2,sc_supported.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-63e87ca8fa5bff4c61d8b59501da01c6,2,__isr_table_entry_z_irq_spurious_irq_597,,,,8,,,,,,,,,,8,0,8,0
02-63ef99316b9a208e2cb725a56c2be249,2,__isr_table_entry_z_irq_spurious_irq_575,,,,8,,,,,,,,,,8,0,8,0
02-64322f5f3ff7f9f717279e1b017a997e,2,stdout,,,,4,,,,,,,,,,,,,
02-651f1926dd2ac8d66d2503e9d267bfa3,2,pending_cancels.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-65506669bc8fef395feaad483c292704,2,__isr_table_entry_z_irq_spurious_irq_760,,,,8,,,,,,,,,,8,0,8,0
02-6568cd012f97149c797f738b07b1fd12,2,plat_str.2,,,,16,,,,,,,,,,16,0,16,0
02-65901c98ec235d87526274b9a2375d3d,2,irq_enabled,,,,1,,,,,,,,,,1,0,1,0
02-65e3af4198a3ba671730e5a1254a1758,2,z_interrupt_stacks,2048,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0
02-660b3af0d37c78bae983a1cbd203c197,2,sxhashalg_sha2_224,,,,32,,,,,,,,,,32,0,32,0
02-669fe30281b6369e3003faa8f1e3298f,2,_net_buf_att_pool,,,,200,,,,,,,,,,200,0,200,0
02-66cffcc48a6c7a33cf5277f7b40777ee,2,s_trx_rx_frame_action.0,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
02-670cd702e336af87c629e19a0cb51131,2,CMD_ECC_PTMUL.lto_priv.0,,,,20,,,,,,,,,,20,0,20,0
02-672bb157265be40c4b1f22e67a85735d,2,__isr_table_entry_z_irq_spurious_irq_726,,,,8,,,,,,,,,,8,0,8,0
02-673f31f4bfd65e07133b14e756a08b25,2,bt_l2cap_pool,,,,176,,,,,,,,,,176,0,176,0
02-676b69744b13b9a4e38499db2414fb88,2,port_offset.1,,,,16,,,,,,,,,,16,0,16,0
02-67edb3f00b52573a5f0091a44e0e414f,2,uuid_16_tab,,,,160,,,,,,,,,,160,0,160,0
02-681bde8e62db002e6da8e98294bd9ace,2,__isr_table_entry_z_irq_spurious_irq_568,,,,8,,,,,,,,,,8,0,8,0
02-686cf4a22d3ed1afd40bcd60b0137803,2,_net_buf_hci_cmd_pool,,,,56,,,,,,,,,,56,0,56,0
02-68941c0a3003b335b2b78c60abc1698e,2,ops.0.lto_priv.0,,,,40,,,,,,,,,,40,0,40,0
02-68a56c3e2433272c86cbe6332db118d4,2,pages_layout.1,,,,8,,,,,,,,,,8,0,8,0
02-690fdc0e68da88ea239074ec50ca8880,2,__isr_table_entry_z_irq_spurious_irq_685,,,,8,,,,,,,,,,8,0,8,0
02-694f920375c97a7a6fc891957aba5454,2,hci_driver_api.lto_priv.0,,,,12,,,,,,,,,,12,0,12,0
02-6a53c4a6cebff26dace6315eb5eb237b,2,chrc_locks,,,,4,,,,,,,,,,4,0,4,0
02-6b63c967a0cdf13cea0e1caf2a58dcbe,2,phy_masks.1,,,,,,,,,,,,,,3,,,
02-6ba9d128a7a061a4fc13971104fa9076,2,m_lut.1,,,,12,,,,,,,,,,20,0,12,0
02-6bbb130c25694027a894a6e116aea904,2,__isr_table_entry_z_irq_spurious_irq_543,,,,8,,,,,,,,,,8,0,8,0
02-6bc86902bb636f59c0d0d59b38c43f0a,2,__isr_table_entry_z_irq_spurious_irq_703,,,,8,,,,,,,,,,8,0,8,0
02-6bd45937ec0026e465235338523e800a,2,announce_remaining,,,,4,,,,,,,,,,4,0,4,0
02-6d5fa34e98084c7bc0a8614c90c8d14d,2,__isr_table_entry_z_irq_spurious_irq_558,,,,8,,,,,,,,,,8,0,8,0
02-6d77c2d7d36ed65d89d93c83858631fe,2,debug_public_key,,,,64,,,,,,,,,,64,0,64,0
02-6da43579d8b9414ae6dea9e414b0cb59,2,conn_change,,,,16,,,,,,,,,,16,0,16,0
02-6e43fe22830f8b83c7181b5dafe6c165,2,config.lto_priv.0,,,,24,,,,,,,,,,24,0,24,0
02-6f54e5744b29314c597b0f865a535fcd,2,button_handler_cb,,,,4,,,,,,,,,,4,0,4,0
02-6f8938d316bdc2987965559e1f81315a,2,lock.lto_priv.3,,,,4,,,,,,,,,,4,0,4,0
02-700229a6650e068dc32760112dec821b,2,handle_index.0,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
02-702baec9bfaa374158f25acb98994996,2,__isr_table_entry_z_irq_spurious_irq_561,,,,8,,,,,,,,,,8,0,8,0
02-7071210d6d892d2ad74c8c6fa9bea9fd,2,__isr_table_entry_z_irq_spurious_irq_776,,,,8,,,,,,,,,,8,0,8,0
02-7192a03bf8fe0449a7668abc683e9263,2,uuid_128_pool,,,,8,,,,,,,,,,8,0,8,0
02-71948a534eca54f72dc0c8676cf68aff,2,__isr_table_entry_z_irq_spurious_irq_709,,,,8,,,,,,,,,,8,0,8,0
02-71d3af2db695ec20f3c4af8748546da1,2,k_sys_work_q,176,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0
02-7217f778d5ce13763bee4443db68d155,2,m_event_setup,48,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0
02-722a7d4f90e56cf0af3f84127d435083,2,mbedtls_free_func.lto_priv.0,,,,4,,,,,,,,,,,,,
02-7241f0f260f968f2eb5ca7ccb5a3ec92,2,z_idle_stacks,,,,320,,,,,,,,,,320,0,320,0
02-735c4efa6ac3e1e45b1ae2a70a62f44d,2,mpsl_work_q,176,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0,176,0.0
02-736a996f94a8f39fb03a85ecd0483d52,2,__isr_table_entry_z_irq_spurious_irq_742,,,,8,,,,,,,,,,8,0,8,0
02-73ba993f5c42e926f2c9480253e2ae85,2,__isr_table_entry_z_irq_spurious_irq_766,,,,8,,,,,,,,,,8,0,8,0
02-73bb1902066aca294c85cd3f1f037e1a,2,__isr_table_entry_z_irq_spurious_irq_779,,,,8,,,,,,,,,,8,0,8,0
02-740d70b80266f86218ac585086d6f392,2,dyn_reg_info,,,,20,,,,,,,,,,20,0,20,0
02-7453818a81866954dbc648cc19b78a73,2,cli.1,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-746564e2f589948b0b1a5a1f3bfa4bbc,2,__isr_table_entry_z_irq_spurious_irq_755,,,,8,,,,,,,,,,8,0,8,0
02-748bfed7a8806f0120fc8b1f678ac193,2,__isr_table_entry_z_irq_spurious_irq_706,,,,8,,,,,,,,,,8,0,8,0
02-751d70e2c23da4783a2692700a83c29d,2,_net_buf_hci_rx_pool,,,,320,,,,,,,,,,320,0,320,0
02-75873fc0f1969bdd287d037380f0b868,2,_k_mem_slab_buf_req_slab,,,,140,,,,,,,,,,140,0,140,0
02-76ea7dfbd876c4f9bb5c860f8584e92b,2,str.2,18,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0
02-76f197ffe3e84e735f00a1c8dd400ee0,2,mitm_queue,,,,52,,,,,,,,,,52,0,52,0
02-7777195eba8a6110e0e9a9e7e32aab00,2,hfclknotreadycounter.0,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
02-77b9b1d79da704a171d6af3f4e843f7e,2,mbedtls_threading_psa_rngdata_mutex,,,,20,,,,,,,,,,20,0,20,0
02-77c28b9148545259e7f92c347eff7c9b,2,__isr_table_entry_z_irq_spurious_irq_603,,,,8,,,,,,,,,,8,0,8,0
02-787224f3f1f39afb87275f95e1ac7887,2,__isr_table_entry_z_irq_spurious_irq_539,,,,8,,,,,,,,,,8,0,8,0
02-789743ed022521a600d1e79e24dbe152,2,m_lut.0,,,,12,,,,,,,,,,20,0,12,0
02-789c3e92e7ea24633ab6284a039d6ffd,2,__isr_table_entry_z_irq_spurious_irq_761,,,,8,,,,,,,,,,8,0,8,0
02-791daa80c1f82f33324349814bf7902b,2,uarte20_poll_in_byte,,,,1,,,,,,,,,,1,0,1,0
02-792060b01796377d9b872521e57d341d,2,my_buttons,,,,4,,,,,,,,,,4,0,4,0
02-7928e79d25a100a4722069a6a6ac1b0c,2,net_buf_fixed_alloc_att_pool,,,,12,,,,,,,,,,12,0,12,0
02-792cdbb2ff2168ced5d2267c5da659ca,2,last_button_scan.1,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-793dcdcf1d8de930fbecc2bb08e56149,2,__isr_table_entry_z_irq_spurious_irq_711,,,,8,,,,,,,,,,8,0,8,0
02-796cd4a29928db0d5b2aa6edff3f6658,2,__isr_table_entry_z_irq_spurious_irq_783,,,,8,,,,,,,,,,8,0,8,0
02-7997e85a06c64b34942468ff5904ceab,2,m_cb.lto_priv.2,,,,84,,,,,,,,,,36,0,36,0
02-79fd66389ed9f4f9407ff0101603bbaf,2,__isr_table_entry_z_irq_spurious_irq_589,,,,8,,,,,,,,,,8,0,8,0
02-7aa3012c99367934dd5ba7b7b79998c5,2,__isr_table_entry_z_irq_spurious_irq_696,,,,8,,,,,,,,,,8,0,8,0
02-7b7577f8c4a312613d1569e534b53e5e,2,__devstate_dts_ord_118,,,,2,,,,,,,,,,2,0,2,0
02-7b92e6e31c0eaccf87d1c2f29e76b9af,2,__isr_table_entry_z_irq_spurious_irq_686,,,,8,,,,,,,,,,8,0,8,0
02-7bd91cee7cd5ef4e8c223dfd6c5bbab2,2,hids_obj.lto_priv.0,,,,556,,,,,,,,,,556,0,556,0
02-7c0b3e6cb1f202796bb60528e017a994,2,handlers,,,,120,,,,,,,,,,120,0,120,0
02-7c26887e06ba7c4496482fabd215c14a,2,timeout_lock,,,,4,,,,,,,,,,4,0,4,0
02-7c76b6a21abe1104b05df7cd6b76a709,2,__isr_table_entry_z_irq_spurious_irq_702,,,,8,,,,,,,,,,8,0,8,0
02-7cce592f66e8b60406e2273344d6a3f8,2,__isr_table_entry_z_irq_spurious_irq_573,,,,8,,,,,,,,,,8,0,8,0
02-7cf20fe4bdc488efd21aa5b79cbd21ec,2,__isr_table_entry_z_irq_spurious_irq_682,,,,8,,,,,,,,,,8,0,8,0
02-7cfdb66d8fc5b02fa693eeb94f56f304,2,sc_ccc,,,,36,,,,,,,,,,36,0,36,0
02-7d01e04a7dfe9cf222a8b729b7d234d6,2,tx_meta_data_storage,,,,120,,,,,,,,,,120,0,120,0
02-7d0d4e9e9148e130857ddb83462522b5,2,_kernel,32,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0
02-7d1e63f38687fa2eedbf2554c317b708,2,shift_key,,,,1,,,,,,,,,,1,0,1,0
02-7ddee017846abf1b943abc2afe1f6dfb,2,__isr_table_entry_z_irq_spurious_irq_606,,,,8,,,,,,,,,,8,0,8,0
02-7df998a523c2dc03bde0beda5c2e1256,2,lock.lto_priv.0,,,,4,,,,,,,,,,4,0,4,0
02-7dfd0916e87aaa90a45bf1ec3391e970,2,subsys,11103,11119,0.14,,,11119,0.14,11103,0.0,11103,0.0,11103,0.0,,,,
02-7e09f281a4c530ee8a481c4332346144,2,__isr_table_entry_z_irq_spurious_irq_679,,,,8,,,,,,,,,,8,0,8,0
02-7ec96d6b568a019e13895f5b970dea6b,2,net_buf_fixed_discardable_pool,,,,4,,,,,,,,,,4,0,4,0
02-7ee6507a66351b9d2f94ec3c874aa379,2,s_out_job.0,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-7f148e9ee880d2f2507084b037472349,2,net_buf_fixed_acl_tx_pool,,,,4,,,,,,,,,,4,0,4,0
02-7fa374f0660a29b2de6c9b637597b83a,2,__isr_table_entry_z_irq_spurious_irq_655,,,,8,,,,,,,,,,8,0,8,0
02-7fe769734c732702044a647c8cc7b65e,2,__isr_table_entry_z_irq_spurious_irq_637,,,,8,,,,,,,,,,8,0,8,0
02-8111b4ad30751c46ecbceda42ec6a1e7,2,__isr_table_entry_z_irq_spurious_irq_559,,,,8,,,,,,,,,,8,0,8,0
02-813a71cad112610477f42d8b89ac800e,2,__isr_table_entry_z_irq_spurious_irq_587,,,,8,,,,,,,,,,8,0,8,0
02-816e0e689005b92b928a254f55ca9543,2,__isr_table_entry_z_irq_spurious_irq_731,,,,8,,,,,,,,,,8,0,8,0
02-81961392644313b3e7c378f61955092f,2,timeslot_context,,,,48,,,,,,,,,,48,0,48,0
